Product Name,Description,Product Description,ASIN,Manufacturer
EUME Alexis 31 Ltrs Laptop Backpack for Office & Travel Use for Men & Women | Water Resistance Bag | Fit Up to 15.6-inch Laptop,"The Eume Alexis Bag comes with 2 large compartments, 2 easy-access pockets in front, and 2 side pockets (one side comes with zipper) for a water bottle.. The bagpack contains a large compartment with netting for laptops and tablets up to 15.6 inches and chargers, a 2nd compartment for books, files, folders, and other daily essentials, etc. Also, it contains 2 small pockets for phone chargers, earphones, or wallets; 2 pen holders; and a zipper compartment for a mobile, a passport, etc. It has additional Ease Access pockets in front.. Its water-resistant, good quality zipper, Light Weight, It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.. Dimensions of Backpack: 12.5 x 7.5 x 18.5 inches; Bag Weight: 675 grams; Capacity: 31 liters; Fabric: Polyester. The Eume Alexis Backpack comes with a 1-year warranty against manufacturing defects.. ",, B07JQ4P6HZ, Eume
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),"Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex. Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps. Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks. Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket. Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry. ",, B07NJRPJ6Q ," Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039 "
Wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,"Product Size -14x11x4 Inch / 35.56 x 28 x 10 cm , Product Color - Dark Grey , Materil Type Name - Khadi Fabric.Smooth Zipper and Flap Closure. Material Feature - Water and Scratch Resistance. Design for 14.1 inch laptop with Laptop compartment with dual zippered access and thick foam padding, protects your laptop very well. Made of top fabric, designed to be very lightweight and slim, but stylish, practical and durable.. It's a perfect messanger sling bag for working, short traveling, school and daily using.Adjustable Crossbody Shoulder Strap: Carry your crossbody bag securely thanks to the fully adjustable strap.. Number of Compartments: 1 zipper and 1 open Pocket on flap & 2 Zipper Compartment inside. and seperate Laptop padded Compartment inside the zipper compartment.. Made in India product , Consisting of good stitching and Smooth zippers, this sling ensures long lasting durability & strength.You can use this bag as a messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use.. ",Wooum Water Resistant Material Sling Bag / One Side Bag / Shoulder Bag / Messenger Bag / Office Messenger Bag / Travel Side Bag with 14.1 Inch Laptop Compartment -, B09KV7Y3KL," Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039 "
"POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty","Care Instructions: Wipe with Damp Cloth. PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 30 Cm x 20 Cm x 45 Cm 3 full size compartments, 1 front zipper & 2 side pockets, 1 Raincover pocket at bottom Fits upto 15.6 inches Laptop with elasticated strap lock at just 560 grams.. CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric for a lightweight and durable finish. Our polestar Ranker backpack is a blend of style and utility. A classic design with opulent detailing and aesthetic silhouette adds to your style and keeps your belongings safe.. COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.. BENEFITS: 3 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, padded haul loop, two side water bottle pockets help keep your goods dry and body hydrated.. VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one RANKER BACKPACK by Polestar.. ","RAIN COVER & PREMIUM FABRIC : POLESTAR RANKER”, Stylish and durable laptop backpack for school /college and travel. Easily accommodate 15.6 inch laptop. Size: 46 cm X 32 cm X 22 cm : 32 liters .We are providing a “ FREE RAIN COVER “ inside a bottom zipper pocket , which makes this An all-weather backpack . This “MAKE IN INDIA” Product features 2 large zippered compartments, 1 vertical long zip pocket at front, one laptop partition, 1 water bottle /umbrella pockets and Organizer Pockets inside. Suitable for casual usage, school / college / office n travel.", B084C84GTR, POLESTAR
ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - FloMotif,"COMPATIBILITY: Our Office Bag is an ideal laptop bag, handbag or a Professional Bag for Women. It can fit a laptop of upto 15.6 inches and is perfect for Macbook, Chromebook, iPad, Tablet, Hp, Lenovo, Dell etc. Dimensions: 16 x 13 x 4 inch. ",, B07NHYLTY7," Seaturtle Pvt. Ltd. Thakur Compound, 2nd Floor, 3, USV Lane, Deonar, Mumbai, Maharashtra 400088"
SBCOLLECTION Premium School College Office Laptop Daily Use Backpack for All Day Traveler,"COMFORTABLE DESIGN: Our backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear; Compact:Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.. DURABLE MATERIAL: Superior quality durable ECO Friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities. MULTI-FUNCTION COMPARTMENT: SB Collection backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.. Age Range Description: Kid; Pocket Description: Utility Pocket; Special Features: Water Resistant; Pattern Name: Solid; Water Resistance Level: Water Resistant. ","SBCollection Premium backpack Suitable for: School bags, casual backpacks, laptop backpacks, daypacks, travel backpack, casual bags, backpacks, college bag Pocket Description: Utility Pocket; Pattern Name: Solid; Water Resistance Level: Water Resistant; Closure Type: Zipper; Compartment Description: Not Laptop Compatible; Special Features: Back Padding Compartments:. 3 spacious compartments for books / clothes, internal mesh pocket organizer, 2 bottle pocket; Comfort padded shoulder straps & specially designed for less load on human body Outer & inner material: polyester, color: black, product color may slightly vary due to photographic lighting sources or your monitor settings", B0BXL5B1J4," Seaturtle Pvt. Ltd. Thakur Compound, 2nd Floor, 3, USV Lane, Deonar, Mumbai, Maharashtra 400088"
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,USB Port. ,, B08D7DTWLF , 33 x 17 x 47 Centimeters 
Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue,"Outer Material: Polyester, Color: Blue. Water Resistance: Water resistant. Capacity: 20 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH). Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable. Special Features: Laptop Compartment; Closure Type: Zipper; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Age Range Description: Adult. ","One wide access main compartment, one additional front pocket and one bottle pocket. Easily Adjustable padded shoulder straps with anti-sweat fabric underneath.", B0757K36YV, Gear Merchandise PVT LTD
POLICE Polyester 35 Ltr Laptop Big Low Spec Laptop Backpack - Black/Navy,"Care Instructions: Dry Clean Only. PRODUCT FEATURES: It is Lightweight and comfortable to carry with adjustable padded straps. This Backpack has decent capacity to store essentials with inside zipper pockets to put your private or valuable items. It also has Zipper closure for handy access. It is perfect for business, travelling, meeting, shopping and daily use.. CRAFTSMANSHIP: Each Police backpack is aesthetically designed and hand crafted by expert smiths to ensure consistent superior quality and high value for customers.. LAPTOP COMPARTMENT: Include Padded laptop compartment to ensure your laptop is safe. It is ideal for 15"" Laptop.. Warranty Type:Manufacturer, ; months manufacturing Warranty on Manufacturing Defects only.. Compartment Description: Up To 15 Inches; Color Name: Navy,Black; Age Range Description: Adult; Water Resistance Level: Water Resistant; Style Name: Casual; Pattern Name: Solid. ",, B07ZB8NWTZ, Torero Corporation Pvt Ltd
BACDA 24 L Casual Laptop Backpack fits 15.6 inch/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Outdoor Backpack Multifunctional Laptop Bag,"This travel backpack design with multi independent pockets for large storage and organization for small items.. Size of extra large backpack:18.5x 12.5 x 6 (inches), perfect to throw under your seat on an airplane when you are traveling or on business trip.Separate padded laptop compartment fits most 15.6 inch laptop /Ipad/Computer.. Material : Polyester Fabric || Handle/Strap Type : Aluminum Handle /Adjustable Shoulder Straps. Pattern Type : Black Color || Closure Type : Zipper || Gender : Unisex. Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry. ",, B0BW987XQP, BACDA
HA creation Large Laptop Backpack/Bag for Unisex Teens & Adults for College/Office/Travel/School Use in Multi-color | 30.5 cm x 18 cm x 46 cm.,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. COMFORT : This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls,. Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size : 30.5 cm x 18 cm x 46 cm.. BACK SUPPORT: We have designed the bag keeping your comfort in mind.. OTHER FEATURES: Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders. ","This smart bag Unisex Backpack, Laptop Bags, College Bags, also is the light Weight trendy and tough. The straps are to reduce the weight off the shoulder. There are various pockets and compartments along with toughened zips to ensure maximum security and portability. It has spacious compartments, and a small inside compartment for laptop. The back is full padded. The shoulder straps are padded and adjustable.", B09VL9BRYP, BACDA
